draw,ev,natl,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2227,414,0.566128,0.492374,0.429064,0.415713,0.53607,0.691392,0.567315,0.645863,0.928023,0.648722,0.553062,0.559018,0.725091,0.55446,0.374256,0.649253,0.524166,0.523738,0.463018,0.482905,0.716915,0.695381,0.618842,0.594156,0.564744,0.49752,0.441525,0.505145,0.534364,0.396624,0.478807,0.571556,0.641734,0.609306,0.585598,0.684557,0.495716,0.451529,0.631325,0.559418,0.682404,0.475386,0.490515,0.459067,0.525935,0.448774,0.555349,0.706541,0.618708,0.57622,0.420002,0.357943
2228,340,0.551647,0.403658,0.410278,0.374781,0.549307,0.672529,0.594781,0.670949,0.9219,0.615308,0.502353,0.497062,0.668649,0.557337,0.404009,0.596371,0.466093,0.44847,0.396397,0.446841,0.727514,0.685673,0.605721,0.527609,0.531399,0.452211,0.437434,0.436382,0.517457,0.353158,0.445853,0.587429,0.678745,0.563611,0.561351,0.69846,0.488876,0.395565,0.628461,0.576049,0.662174,0.474828,0.413144,0.39995000000000003,0.431682,0.424209,0.579777,0.715352,0.599316,0.566279,0.341815,0.312532
2229,344,0.552157,0.489744,0.454064,0.437975,0.526444,0.667106,0.586824,0.610879,0.929096,0.650629,0.525385,0.521987,0.683998,0.467162,0.432869,0.591115,0.484145,0.446266,0.427366,0.463775,0.673461,0.641815,0.557011,0.547476,0.556246,0.430043,0.467806,0.460431,0.540774,0.433279,0.465445,0.545579,0.586557,0.593634,0.490452,0.661068,0.488671,0.39599,0.587306,0.574843,0.636317,0.487926,0.441879,0.438567,0.473374,0.427668,0.604852,0.638912,0.605653,0.534515,0.357242,0.347266
2230,397,0.552251,0.507245,0.442601,0.43103,0.514161,0.643482,0.553489,0.619431,0.92127,0.660632,0.51669,0.564211,0.673333,0.521049,0.387033,0.581063,0.466712,0.4429,0.458038,0.449611,0.666308,0.675045,0.585197,0.541093,0.55536,0.471841,0.45958,0.482614,0.551475,0.406582,0.42787,0.57393,0.619816,0.586237,0.545989,0.656647,0.494459,0.376153,0.624214,0.53856,0.667203,0.49084,0.452858,0.431014,0.510642,0.416617,0.57779,0.706387,0.60987,0.574895,0.332089,0.33904
2231,405,0.558501,0.458749,0.486387,0.500921,0.586635,0.696713,0.619438,0.679282,0.938408,0.70468,0.566709,0.489974,0.713748,0.485641,0.46846,0.614756,0.462586,0.463952,0.453309,0.495884,0.7025,0.69,0.577734,0.586559,0.58197,0.477639,0.495469,0.471503,0.535941,0.390702,0.489631,0.581728,0.670262,0.592497,0.589068,0.700976,0.529199,0.443809,0.641275,0.572885,0.707519,0.556271,0.444735,0.445512,0.552397,0.453713,0.592055,0.704685,0.62709,0.578526,0.435843,0.416425
2232,316,0.541833,0.476944,0.3829,0.367442,0.473886,0.660129,0.571283,0.576186,0.908655,0.610852,0.481699,0.52105,0.687959,0.508723,0.351985,0.582644,0.433638,0.449215,0.437968,0.420372,0.680948,0.641597,0.526134,0.523281,0.542988,0.471509,0.425474,0.430762,0.520391,0.393716,0.445556,0.547631,0.595013,0.546935,0.54208,0.629136,0.46294,0.355464,0.59187,0.507824,0.617852,0.449055,0.431534,0.413641,0.431121,0.40659,0.542276,0.654683,0.579158,0.535189,0.332868,0.283234
2233,406,0.54978,0.446092,0.431091,0.462495,0.538873,0.652875,0.55926,0.640044,0.925178,0.686148,0.566121,0.527148,0.712408,0.527849,0.404296,0.623989,0.449885,0.466746,0.421295,0.449798,0.73194,0.656137,0.545894,0.531779,0.534212,0.456522,0.475928,0.43802,0.484632,0.396056,0.460617,0.594886,0.634297,0.564129,0.500421,0.647563,0.537688,0.450298,0.572569,0.54538,0.692205,0.517586,0.402,0.424155,0.511003,0.463539,0.574441,0.68821,0.621937,0.577041,0.41001,0.385894
2234,421,0.551147,0.458282,0.445052,0.47318,0.55506200000000006,0.661328,0.573395,0.651776,0.930076,0.700082,0.579339,0.533352,0.715653,0.538894,0.410051,0.628138,0.461582,0.479923,0.435697,0.475854,0.742514,0.661742,0.558128,0.543832,0.55314700000000006,0.466783,0.493491,0.440358,0.50593,0.394373,0.471041,0.595575,0.640749,0.57235,0.511977,0.64851,0.55003,0.459803,0.590872,0.558907,0.698469,0.530964,0.41253,0.432964,0.522976,0.488077,0.594395,0.709126,0.63671,0.579646,0.417771,0.391375
2235,275,0.523528,0.418468,0.369514,0.367997,0.477974,0.632562,0.537682,0.595456,0.902603,0.624789,0.426656,0.456625,0.62805,0.464282,0.317189,0.576616,0.408692,0.413086,0.364596,0.417561,0.620741,0.636759,0.51582,0.511659,0.515757,0.407776,0.377381,0.441056,0.44009,0.355567,0.428202,0.474471,0.535065,0.505492,0.509263,0.621874,0.485477,0.35731,0.586555,0.536715,0.639612,0.432048,0.359004,0.374207,0.433213,0.375691,0.510627,0.659453,0.572612,0.506146,0.305384,0.26899
2236,308,0.555172,0.460843,0.402487,0.407016,0.530797,0.680395,0.59963,0.613898,0.928222,0.667068,0.499768,0.495503,0.718356,0.487121,0.345722,0.59434,0.460505,0.490464,0.380519,0.464934,0.672122,0.668399,0.558919,0.573662,0.572094,0.486462,0.416956,0.458661,0.48584,0.420423,0.488147,0.536629,0.605692,0.520586,0.565496,0.678812,0.525948,0.402303,0.595925,0.593181,0.696459,0.458228,0.427546,0.448507,0.485875,0.408546,0.594482,0.718401,0.635764,0.585131,0.370366,0.356811
2237,379,0.576494,0.482309,0.434766,0.437387,0.525161,0.677944,0.578559,0.666903,0.931944,0.67979,0.530447,0.580076,0.655036,0.535445,0.400341,0.611542,0.448222,0.462912,0.477844,0.455039,0.723666,0.694034,0.619927,0.575039,0.570452,0.482769,0.478465,0.459251,0.57098,0.370202,0.508133,0.617572,0.637225,0.54523,0.569374,0.702624,0.50696,0.393442,0.622669,0.575396,0.694268,0.478565,0.47413,0.459542,0.49694,0.41527,0.596186,0.694065,0.657725,0.570665,0.359059,0.339514
2238,273,0.53591,0.357771,0.37605,0.378814,0.499572,0.627855,0.53048,0.597535,0.920009,0.642781,0.47595,0.478972,0.65023,0.479531,0.382942,0.540343,0.412985,0.402745,0.375464,0.44176,0.660434,0.632718,0.528177,0.500571,0.549135,0.444188,0.441831,0.398427,0.457146,0.409675,0.383989,0.514003,0.60868,0.540388,0.490219,0.624036,0.460229,0.407553,0.547779,0.525524,0.657316,0.433548,0.434059,0.376948,0.437142,0.374238,0.505899,0.667432,0.567588,0.50608,0.322355,0.25785
2239,306,0.523864,0.408661,0.442461,0.361922,0.493689,0.594676,0.544687,0.573676,0.916079,0.612889,0.49887,0.479047,0.665879,0.482667,0.352011,0.585637,0.424963,0.421999,0.375061,0.392423,0.651333,0.623263,0.513066,0.508317,0.507913,0.435514,0.402662,0.4331,0.536527,0.365341,0.401719,0.522266,0.607027,0.513803,0.491925,0.599388,0.50336,0.378143,0.603765,0.530977,0.664049,0.433552,0.361722,0.374695,0.44554,0.396064,0.527325,0.614801,0.601308,0.505349,0.332807,0.33748
2240,358,0.552498,0.493539,0.416059,0.371141,0.535321,0.679685,0.547815,0.625787,0.921883,0.650454,0.534298,0.467856,0.649624,0.504803,0.324983,0.571143,0.460986,0.402449,0.377366,0.430859,0.662335,0.671515,0.581393,0.521461,0.547901,0.445975,0.423068,0.443646,0.504396,0.399017,0.436147,0.577218,0.617954,0.517484,0.51088,0.641011,0.504502,0.432253,0.610936,0.512175,0.644179,0.459343,0.446539,0.3914,0.432747,0.383129,0.522998,0.680814,0.603439,0.510613,0.351299,0.331132
2241,367,0.526001,0.480045,0.412445,0.375519,0.525553,0.680241,0.544319,0.635186,0.900731,0.63994,0.49955,0.482741,0.675459,0.530893,0.404867,0.581112,0.446916,0.434632,0.369064,0.410454,0.705238,0.665084,0.568406,0.558664,0.564148,0.420262,0.429275,0.467524,0.527302,0.40462,0.437674,0.555443,0.652162,0.527173,0.508909,0.656121,0.501295,0.434596,0.576559,0.538999,0.689736,0.497928,0.437291,0.43039,0.501195,0.442211,0.582896,0.658779,0.575997,0.533124,0.33854,0.313369
2242,490,0.57892,0.517942,0.51946,0.486637,0.63148,0.734348,0.647428,0.69923,0.947813,0.698341,0.555367,0.616654,0.760645,0.547566,0.470044,0.663043,0.523219,0.546217,0.513606,0.523294,0.759197,0.730022,0.63726,0.61240000000000006,0.643623,0.541142,0.529083,0.481317,0.597886,0.479443,0.516285,0.617822,0.69925,0.611579,0.619676,0.696937,0.53029,0.410248,0.677788,0.551798,0.725503,0.563814,0.508295,0.488341,0.567996,0.470353,0.599656,0.756974,0.690724,0.586136,0.484598,0.399451
2243,388,0.557016,0.471318,0.421452,0.43877,0.523235,0.658617,0.58621,0.660221,0.921597,0.629938,0.554896,0.56649,0.670742,0.501228,0.396624,0.590473,0.456146,0.458806,0.426373,0.487529,0.724519,0.669698,0.618636,0.570704,0.563494,0.470862,0.443378,0.420139,0.538698,0.399944,0.442816,0.553507,0.635356,0.579314,0.482764,0.640162,0.47243,0.429033,0.61653,0.575468,0.681183,0.48804,0.438637,0.460084,0.524071,0.455011,0.57684,0.707246,0.610857,0.550558,0.391324,0.318144
2244,388,0.564987,0.459245,0.394333,0.389162,0.507384,0.626779,0.572565,0.674621,0.922465,0.663755,0.533556,0.558282,0.672973,0.516791,0.373484,0.59584,0.458923,0.437797,0.412553,0.460543,0.701687,0.659491,0.556017,0.537824,0.559737,0.443276,0.440524,0.436972,0.513108,0.447113,0.452357,0.541356,0.617212,0.567688,0.49865,0.618635,0.43999,0.426766,0.579706,0.571279,0.663955,0.463486,0.425009,0.446328,0.506051,0.442713,0.533869,0.69997,0.584539,0.554076,0.383596,0.307816
2245,373,0.569783,0.466626,0.404132,0.36612,0.526872,0.611793,0.575825,0.679361,0.913309,0.681045,0.522573,0.562635,0.672079,0.490301,0.38803,0.591689,0.456622,0.452312,0.438385,0.462288,0.696472,0.679857,0.576397,0.526578,0.574239,0.454021,0.456662,0.463938,0.495141,0.437386,0.455682,0.564223,0.629868,0.570975,0.53074,0.647585,0.437124,0.429704,0.571216,0.548314,0.649418,0.447097,0.43158,0.437452,0.513231,0.441407,0.515734,0.715536,0.595454,0.548054,0.358231,0.323289
2246,339,0.528016,0.448047,0.399156,0.396238,0.493277,0.635171,0.553336,0.606897,0.912183,0.649558,0.544561,0.556217,0.66752,0.488092,0.35469,0.590415,0.397041,0.418816,0.422221,0.415378,0.68211,0.639721,0.555578,0.513779,0.535517,0.485046,0.451895,0.403554,0.501177,0.371645,0.439305,0.512997,0.632354,0.502481,0.510993,0.630356,0.468461,0.38914,0.548419,0.513248,0.620726,0.42498,0.411203,0.383298,0.493616,0.367755,0.528776,0.695124,0.592616,0.536396,0.344878,0.302612
2247,290,0.52175,0.418736,0.401322,0.434322,0.526687,0.629623,0.544704,0.577127,0.908391,0.63781,0.477334,0.450116,0.667104,0.484456,0.363754,0.565933,0.44669,0.436168,0.419052,0.422151,0.679041,0.627288,0.547572,0.53224,0.560493,0.426611,0.447207,0.443511,0.496713,0.39714699999999997,0.422083,0.572185,0.571786,0.533216,0.503694,0.599192,0.478148,0.365231,0.580066,0.540304,0.654646,0.463492,0.393329,0.439055,0.483356,0.402302,0.571814,0.631948,0.596326,0.504963,0.336933,0.325039
2248,402,0.550181,0.503622,0.426371,0.44481,0.561899,0.693442,0.549198,0.626046,0.930659,0.666559,0.530484,0.49577,0.688299,0.493428,0.415058,0.602984,0.488298,0.478912,0.468573,0.446065,0.709513,0.659996,0.587538,0.562925,0.604516,0.467955,0.458917,0.435882,0.562058,0.412133,0.444313,0.578309,0.597594,0.530882,0.530057,0.622756,0.523404,0.365323,0.612605,0.548827,0.683916,0.50214,0.430415,0.47846,0.508803,0.446501,0.585587,0.678787,0.647087,0.520012,0.335508,0.312929
2249,449,0.576508,0.535907,0.465946,0.46808,0.544053,0.687601,0.599793,0.612989,0.930405,0.674936,0.543866,0.515468,0.676761,0.529541,0.427386,0.649674,0.523367,0.504054,0.450452,0.50494000000000006,0.7151,0.706759,0.602413,0.593678,0.562197,0.499487,0.43525199999999997,0.455102,0.589014,0.410222,0.451416,0.611083,0.642112,0.591665,0.564363,0.686594,0.507531,0.41322,0.654954,0.547068,0.686944,0.538787,0.474925,0.480055,0.526796,0.439775,0.60716,0.672126,0.640625,0.578549,0.381288,0.373258
2250,381,0.551845,0.509237,0.447929,0.420476,0.527973,0.674742,0.553551,0.590134,0.928585,0.663551,0.534868,0.482716,0.641118,0.508942,0.418471,0.636934,0.476842,0.478761,0.385951,0.437302,0.679108,0.691067,0.538989,0.528527,0.54509,0.452917,0.400088,0.394462,0.501677,0.351788,0.449942,0.557521,0.651502,0.578995,0.529222,0.669731,0.487447,0.404324,0.6329,0.531701,0.670043,0.486197,0.414959,0.429374,0.505935,0.470993,0.55462,0.673534,0.588715,0.543217,0.353839,0.317677
2251,349,0.558296,0.435834,0.444083,0.460078,0.52434,0.662712,0.552735,0.639151,0.917402,0.641596,0.511981,0.464084,0.69733,0.576629,0.376333,0.614422,0.472712,0.498756,0.442147,0.466526,0.73277,0.653999,0.537532,0.557985,0.567859,0.466768,0.437676,0.42032,0.505112,0.393731,0.426165,0.567786,0.611675,0.587496,0.558655,0.636721,0.49565,0.415674,0.61504,0.520294,0.678041,0.523088,0.462199,0.439324,0.481769,0.406237,0.609823,0.674728,0.613844,0.535253,0.394213,0.309152
2252,418,0.565988,0.520164,0.476827,0.438316,0.58389,0.694536,0.619152,0.641822,0.923299,0.704066,0.568257,0.550189,0.72117,0.508648,0.434366,0.630034,0.475766,0.468719,0.44384,0.461151,0.719017,0.718395,0.605739,0.548336,0.602102,0.499702,0.418274,0.504517,0.578895,0.418394,0.467439,0.603969,0.639065,0.57648,0.560743,0.709311,0.52108,0.402496,0.607943,0.568936,0.673794,0.496403,0.445067,0.465718,0.564271,0.465259,0.577581,0.736651,0.650989,0.573992,0.353025,0.350613
2253,327,0.541971,0.43134,0.390742,0.408966,0.503438,0.673905,0.560025,0.630881,0.923409,0.663534,0.47278,0.522532,0.67514,0.51714,0.391489,0.64131,0.408672,0.464284,0.415573,0.444321,0.62433399999999994,0.649885,0.602141,0.546999,0.533868,0.448864,0.422254,0.416856,0.500784,0.36378,0.445325,0.547043,0.607207,0.582375,0.53516,0.619699,0.490164,0.352195,0.582021,0.525888,0.63353,0.499496,0.460133,0.408724,0.45118,0.407631,0.559242,0.675265,0.602316,0.526018,0.39093,0.34882
2254,431,0.574957,0.474465,0.460879,0.474814,0.545237,0.695895,0.62488,0.676271,0.94191,0.695681,0.559357,0.558361,0.753169,0.567604,0.437103,0.634753,0.447803,0.444895,0.450398,0.479293,0.722823,0.71384,0.654725,0.566226,0.568454,0.500948,0.464988,0.460175,0.587645,0.435703,0.496045,0.594765,0.655025,0.618992,0.599804,0.660634,0.507924,0.434155,0.661321,0.581342,0.649745,0.516285,0.484699,0.459086,0.530806,0.487897,0.61106799999999994,0.671151,0.673727,0.600778,0.381459,0.402903
2255,438,0.547056,0.487668,0.402976,0.429521,0.57126,0.63734,0.636784,0.657712,0.927802,0.680788,0.571183,0.528853,0.7288,0.532926,0.36102,0.60419,0.485703,0.539253,0.398865,0.503267,0.711518,0.683935,0.628966,0.607982,0.58072,0.507307,0.454702,0.511316,0.495391,0.350481,0.5044,0.579485,0.652701,0.575507,0.547724,0.676047,0.504405,0.395941,0.617457,0.587611,0.742291,0.505052,0.472114,0.455257,0.51481,0.439528,0.54388,0.708678,0.645406,0.552788,0.4024,0.332548
2256,368,0.562972,0.483941,0.401202,0.461302,0.526533,0.66074600000000006,0.555945,0.677456,0.941609,0.639756,0.525615,0.53549,0.666503,0.497463,0.372898,0.627535,0.478322,0.480508,0.407822,0.418338,0.685619,0.668414,0.571283,0.555246,0.5381,0.475071,0.462388,0.439261,0.562679,0.416006,0.457904,0.567563,0.640764,0.566882,0.528427,0.672506,0.504602,0.453054,0.599284,0.551417,0.676608,0.478953,0.43733,0.471289,0.497561,0.439675,0.592566,0.672327,0.632201,0.521751,0.37538,0.298643
2257,312,0.543518,0.447753,0.449201,0.398041,0.514754,0.656242,0.595334,0.588881,0.900691,0.649349,0.480621,0.508115,0.709156,0.518425,0.405332,0.577976,0.41517,0.434213,0.454321,0.477508,0.720458,0.655369,0.573671,0.541311,0.562683,0.476613,0.412559,0.459858,0.48361,0.383646,0.461976,0.557252,0.632084,0.508922,0.544841,0.630234,0.488044,0.361837,0.604954,0.525452,0.633675,0.467383,0.434034,0.40182,0.483673,0.41436,0.542507,0.685026,0.587291,0.534511,0.341006,0.363631
2258,393,0.551952,0.43523,0.483639,0.431087,0.540178,0.647775,0.607559,0.613588,0.904119,0.641296,0.483504,0.550244,0.693727,0.537388,0.419632,0.592643,0.452056,0.44357,0.47176,0.464375,0.744055,0.670879,0.589852,0.540375,0.560233,0.500713,0.470269,0.451,0.519132,0.404261,0.459115,0.580587,0.64527,0.5224,0.548921,0.622025,0.520163,0.36508,0.621223,0.537614,0.644034,0.491874,0.443929,0.430676,0.51099000000000006,0.421801,0.571095,0.684059,0.611141,0.541444,0.366957,0.374
2259,406,0.570736,0.500472,0.398226,0.446524,0.535485,0.673452,0.596106,0.677128,0.940937,0.680719,0.570937,0.506095,0.702009,0.495406,0.419899,0.633071,0.47406,0.505875,0.408862,0.473687,0.67283,0.665416,0.582689,0.567225,0.546809,0.45922,0.441408,0.475984,0.560327,0.402826,0.481933,0.565879,0.634596,0.575585,0.551013,0.720002,0.484611,0.460679,0.592746,0.577427,0.687314,0.502957,0.441239,0.466817,0.5151,0.452543,0.602237,0.697467,0.640493,0.581977,0.376276,0.302047
2260,381,0.559331,0.476331,0.373813,0.435884,0.538151,0.673265,0.585443,0.659761,0.933753,0.671181,0.557411,0.493952,0.68453,0.485318,0.402576,0.62766,0.458905,0.480474,0.392562,0.469545,0.667867,0.648464,0.577714,0.566633,0.534679,0.452657,0.406218,0.448767,0.535131,0.383142,0.461166,0.555594,0.614638,0.565852,0.530995,0.709822,0.475023,0.441639,0.579524,0.563184,0.670515,0.500441,0.407546,0.437546,0.500566,0.441401,0.580808,0.698397,0.62402,0.57193,0.368422,0.310643
2261,383,0.562934,0.483394,0.435786,0.45154,0.556015,0.702311,0.579755,0.60826,0.924492,0.678218,0.52354,0.521024,0.686897,0.515248,0.412952,0.555145,0.460915,0.451674,0.477892,0.42245,0.721312,0.664895,0.57649,0.5557,0.55837,0.487095,0.493308,0.459268,0.54173,0.400944,0.456736,0.552853,0.649503,0.548055,0.552301,0.638075,0.50209,0.377163,0.612663,0.510306,0.654725,0.508436,0.411273,0.407336,0.48677,0.42390099999999997,0.550869,0.67452,0.586374,0.528456,0.342433,0.334067
2262,375,0.545308,0.479466,0.434047,0.472066,0.575383,0.682315,0.589133,0.658885,0.933346,0.650504,0.477005,0.514344,0.692644,0.502341,0.371723,0.637969,0.450843,0.480766,0.430672,0.441981,0.700769,0.663848,0.565819,0.516614,0.567879,0.502322,0.487943,0.483474,0.54896,0.412028,0.49333,0.538825,0.654918,0.559696,0.554904,0.647414,0.490308,0.421839,0.599404,0.548182,0.681638,0.48734,0.446135,0.438707,0.504997,0.434046,0.5732,0.677753,0.607018,0.55585,0.342909,0.359047
2263,425,0.547227,0.530393,0.404312,0.435976,0.534251,0.693679,0.615051,0.650475,0.928735,0.649632,0.530844,0.53221,0.703268,0.522609,0.392288,0.614423,0.476034,0.488484,0.457087,0.464346,0.688312,0.662019,0.54385,0.574146,0.56315,0.508763,0.466867,0.474486,0.522872,0.416011,0.487249,0.566541,0.650234,0.558763,0.516344,0.655355,0.512651,0.440099,0.627625,0.530396,0.683623,0.467912,0.45838,0.454436,0.530433,0.434209,0.553361,0.653972,0.637737,0.543592,0.377629,0.326511
2264,397,0.544888,0.462755,0.446907,0.436385,0.544435,0.64344,0.569716,0.624256,0.91996,0.691279,0.518517,0.545436,0.702956,0.496355,0.410946,0.575564,0.451057,0.440752,0.407719,0.425062,0.708683,0.690566,0.582889,0.545395,0.571569,0.459077,0.423949,0.45143,0.539235,0.397887,0.487263,0.545492,0.600079,0.554714,0.573217,0.66156,0.474335,0.419636,0.588041,0.559312,0.646754,0.506612,0.45162,0.410556,0.514542,0.426753,0.595268,0.717233,0.615974,0.540417,0.364257,0.337697
2265,374,0.550275,0.490279,0.417024,0.396971,0.5121,0.673161,0.597329,0.658303,0.9246,0.621462,0.529739,0.502707,0.69379,0.51786,0.392715,0.614207,0.458157,0.475821,0.441177,0.475797,0.679258,0.697326,0.593088,0.553001,0.560869,0.493383,0.450469,0.451731,0.544867,0.385972,0.423626,0.601092,0.650636,0.574509,0.522389,0.691878,0.503295,0.383173,0.630158,0.587029,0.700056,0.499002,0.421892,0.437488,0.474773,0.421951,0.554681,0.649791,0.600303,0.563479,0.376613,0.326502
2266,340,0.539088,0.453713,0.405845,0.3908,0.514731,0.648038,0.595691,0.635153,0.926855,0.612712,0.51574,0.48539,0.702933,0.508215,0.390069,0.593211,0.44157,0.453956,0.431705,0.476319,0.670045,0.665228,0.595789,0.535789,0.546675,0.485947,0.451264,0.450942,0.538435,0.380059,0.423763,0.58171,0.62955,0.563759,0.509747,0.684986,0.480698,0.381163,0.627914,0.575022,0.670707,0.471429,0.407443,0.450779,0.470861,0.416132,0.561815,0.655097,0.577946,0.545669,0.366187,0.320417
2267,389,0.550882,0.419141,0.451087,0.454512,0.524638,0.640053,0.565114,0.578268,0.91728,0.680861,0.516969,0.51902,0.667361,0.502316,0.375634,0.578359,0.447308,0.462515,0.418324,0.43687,0.735291,0.665041,0.546617,0.516682,0.555017,0.438009,0.429782,0.425188,0.515979,0.388031,0.439863,0.52302,0.586884,0.498219,0.523983,0.598027,0.465394,0.40511200000000003,0.578844,0.509965,0.647378,0.492514,0.448522,0.450524,0.509277,0.396955,0.572272,0.672658,0.610482,0.531389,0.36717,0.315273
2268,298,0.538432,0.404726,0.410722,0.422607,0.498814,0.603952,0.556926,0.572388,0.915445,0.670733,0.507926,0.49762,0.65967,0.478349,0.338216,0.570558,0.431037,0.441939,0.40608,0.418852,0.718604,0.653323,0.532715,0.525994,0.543273,0.411058,0.417861,0.417133,0.510723,0.379816,0.41632,0.51866,0.559875,0.487002,0.505141,0.591776,0.441152,0.404748,0.578408,0.479287,0.630543,0.468037,0.452641,0.413237,0.491557,0.379998,0.541388,0.678458,0.587823,0.525846,0.366402,0.311864
2269,323,0.559509,0.42625,0.412051,0.399744,0.526486,0.628819,0.55516,0.600278,0.91602,0.653017,0.491441,0.498841,0.679259,0.471172,0.3753,0.584139,0.452439,0.440968,0.404166,0.422,0.694591,0.644972,0.553387,0.55276,0.57825,0.455352,0.417167,0.443871,0.520847,0.382426,0.433848,0.53629,0.565126,0.536312,0.539473,0.612596,0.50477,0.396266,0.597039,0.549933,0.675233,0.462492,0.407162,0.441887,0.486688,0.414546,0.539098,0.672042,0.61846,0.53609,0.352985,0.342132
2270,377,0.563234,0.437086,0.436985,0.411636,0.532225,0.641145,0.576713,0.603506,0.928007,0.639188,0.494718,0.510566,0.690036,0.493194,0.399965,0.610756,0.470631,0.470514,0.433204,0.457781,0.685711,0.670426,0.58564,0.56485,0.595262,0.49456,0.430751,0.482285,0.53797,0.381979,0.455197,0.561556,0.579733,0.553452,0.542089,0.636165,0.513644,0.401168,0.60803,0.557626,0.68262,0.479289,0.419918,0.466838,0.506305,0.423295,0.542354,0.689761,0.628775,0.531393,0.348451,0.348479
2271,416,0.568582,0.46719,0.44564,0.427532,0.523992,0.646073,0.572569,0.612195,0.928708,0.635501,0.508152,0.518268,0.687254,0.489967,0.394635,0.612363,0.455523,0.471903,0.450855,0.471429,0.678409,0.67752,0.587544,0.57315,0.587463,0.505711,0.453729,0.485481,0.536925,0.405551,0.447731,0.565636,0.586894,0.549087,0.544798,0.638147,0.513107,0.405029,0.605879,0.554699,0.688919,0.482402,0.424206,0.470852,0.513985,0.420556,0.546971,0.685201,0.640679,0.538391,0.362714,0.337199
2272,356,0.549628,0.48624,0.417573,0.43762,0.545244,0.66695,0.591596,0.676237,0.923294,0.686771,0.532144,0.506218,0.703595,0.505114,0.402703,0.584439,0.47699,0.443973,0.413722,0.43778,0.720933,0.676025,0.570798,0.522693,0.54438,0.441854,0.442225,0.4542,0.516221,0.385819,0.484086,0.540887,0.643639,0.575628,0.548374,0.662331,0.490909,0.395579,0.618132,0.523934,0.635655,0.485224,0.429603,0.399304,0.477123,0.448304,0.585565,0.663122,0.632115,0.518648,0.372548,0.341092
2273,371,0.548156,0.502639,0.40518,0.437949,0.544512,0.674383,0.58162,0.653202,0.922088,0.670092,0.550419,0.513163,0.71385,0.485603,0.417404,0.592291,0.486783,0.437099,0.399315,0.397787,0.726787,0.673202,0.584969,0.530188,0.548918,0.440958,0.444589,0.423521,0.545393,0.376605,0.481335,0.544658,0.598948,0.566502,0.51932,0.655418,0.514489,0.390701,0.613538,0.528402,0.644458,0.473228,0.417057,0.424103,0.493937,0.43227,0.569404,0.705679,0.657167,0.518838,0.34915,0.321608
2274,405,0.544474,0.466583,0.422276,0.436386,0.535069,0.664818,0.610781,0.653033,0.923315,0.662936,0.556657,0.504553,0.697078,0.531233,0.368096,0.594577,0.438376,0.44836,0.477016,0.512403,0.696084,0.703872,0.610874,0.578061,0.548843,0.488818,0.47596,0.514489,0.544335,0.3549,0.499333,0.603144,0.651412,0.576222,0.567661,0.662202,0.496571,0.407045,0.594795,0.56354,0.685687,0.4733,0.437142,0.447436,0.508635,0.43966,0.622333,0.686575,0.601664,0.562603,0.377003,0.321742
2275,386,0.553506,0.496776,0.383562,0.422922,0.541307,0.656652,0.594755,0.644145,0.922957,0.634808,0.521571,0.532817,0.699294,0.517476,0.412077,0.579789,0.454205,0.468653,0.414025,0.470754,0.683489,0.686605,0.560755,0.499513,0.581185,0.472099,0.431125,0.444041,0.53775,0.366258,0.479658,0.551944,0.619728,0.541108,0.54782,0.666318,0.510217,0.364099,0.589777,0.524302,0.682387,0.458489,0.432967,0.432789,0.500205,0.41882,0.515629,0.692279,0.615182,0.498397,0.3201,0.342454
2276,296,0.550568,0.426747,0.399548,0.375572,0.513343,0.612765,0.556156,0.6608,0.927114,0.614927,0.471801,0.480008,0.64524,0.522995,0.395705,0.586254,0.429426,0.462987,0.400236,0.426817,0.686189,0.711866,0.581455,0.528723,0.539592,0.485226,0.398854,0.398431,0.476307,0.382437,0.472487,0.534204,0.634591,0.516665,0.511217,0.68632,0.463813,0.36432,0.58350900000000006,0.54731,0.643839,0.413524,0.423394,0.445472,0.493206,0.390608,0.547073,0.676384,0.600871,0.544539,0.285265,0.358451
2277,462,0.574667,0.526921,0.512963,0.488831,0.572251,0.7104,0.625758,0.662795,0.939801,0.709412,0.595998,0.565151,0.740202,0.566011,0.419456,0.626742,0.554827,0.495009,0.48949,0.472294,0.756481,0.719352,0.634168,0.602539,0.618596,0.500068,0.476072,0.519536,0.640432,0.41738,0.503914,0.624511,0.681458,0.647475,0.60865,0.692524,0.56401,0.487389,0.630966,0.603345,0.735444,0.53431,0.483748,0.460724,0.526704,0.471584,0.624364,0.736384,0.686204,0.624675,0.449382,0.351728
2278,386,0.553752,0.428686,0.429502,0.448924,0.543899,0.603775,0.568639,0.623225,0.919666,0.616193,0.524133,0.524001,0.698672,0.494028,0.408998,0.576015,0.441352,0.44909,0.455093,0.450396,0.673513,0.648373,0.533518,0.522257,0.583092,0.471193,0.417406,0.405278,0.487515,0.356978,0.505794,0.526809,0.634647,0.549938,0.545239,0.679426,0.502405,0.39289,0.579762,0.547427,0.657561,0.457784,0.443805,0.433572,0.504016,0.401222,0.582398,0.690513,0.608756,0.495691,0.33337,0.3254
