draw,ev,natl,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
2279,361,0.543376,0.463629,0.43994,0.375274,0.517249,0.697164,0.576284,0.664458,0.906919,0.649875,0.506038,0.473108,0.686829,0.503873,0.41757,0.583283,0.435909,0.442805,0.437891,0.424684,0.696403,0.654516,0.591484,0.562106,0.555115,0.449972,0.433379,0.522017,0.529586,0.40883,0.459421,0.545382,0.602281,0.555836,0.530873,0.607401,0.521769,0.376516,0.631187,0.54299,0.654835,0.484974,0.411552,0.400548,0.478793,0.405809,0.532542,0.649747,0.641545,0.563349,0.386112,0.313929
2280,247,0.503214,0.356177,0.348231,0.378338,0.492333,0.569745,0.554793,0.59695,0.906844,0.585037,0.461447,0.47826,0.684866,0.472394,0.352638,0.61946,0.403607,0.453971,0.365651,0.400554,0.665327,0.64642,0.530262,0.496381,0.50351,0.419846,0.409377,0.404738,0.480893,0.345358,0.423799,0.510806,0.595904,0.504552,0.475147,0.629208,0.455498,0.400406,0.520094,0.512178,0.613304,0.385536,0.437306,0.397773,0.459195,0.38501,0.529453,0.663531,0.567489,0.493663,0.328522,0.323907
2281,310,0.530142,0.402222,0.365577,0.426625,0.483455,0.628834,0.595581,0.609168,0.910666,0.639268,0.456896,0.5318,0.693736,0.460977,0.400111,0.638388,0.431431,0.480062,0.424425,0.441851,0.722377,0.659403,0.573278,0.508813,0.503046,0.407226,0.437841,0.455691,0.522002,0.385891,0.456816,0.557772,0.633348,0.537671,0.534312,0.641606,0.497897,0.392125,0.54243,0.518048,0.643916,0.449229,0.487856,0.430968,0.494121,0.435028,0.54301,0.696695,0.609526,0.510786,0.35084,0.32844
2282,310,0.547746,0.428504,0.452717,0.40599,0.476316,0.664919,0.564453,0.617631,0.90332,0.627141,0.492012,0.511153,0.651774,0.490388,0.355044,0.572568,0.430147,0.434543,0.399855,0.46544,0.673095,0.651813,0.562257,0.542052,0.507022,0.486636,0.464983,0.442654,0.503111,0.391726,0.458227,0.562739,0.602242,0.534035,0.547266,0.604073,0.480731,0.409554,0.562926,0.536412,0.657637,0.46944,0.43645,0.425797,0.436414,0.406227,0.555742,0.644423,0.61335,0.513824,0.372069,0.324757
2283,436,0.560187,0.488765,0.436299,0.445528,0.560778,0.691284,0.603697,0.641058,0.924907,0.633113,0.534596,0.537766,0.698095,0.508571,0.40873,0.630759,0.495847,0.504512,0.441957,0.5152,0.704545,0.684974,0.594118,0.548812,0.561349,0.500564,0.43839,0.466923,0.552755,0.403607,0.462295,0.558884,0.611071,0.602873,0.55212,0.686934,0.520579,0.43068,0.632266,0.551069,0.676548,0.464346,0.492795,0.381956,0.569264,0.468331,0.542805,0.69146,0.595232,0.579321,0.34294,0.347251
2284,279,0.547813,0.426533,0.423267,0.404471,0.484138,0.636751,0.575318,0.60841,0.9172,0.635066,0.497735,0.496333,0.662552,0.515746,0.361076,0.556708,0.388391,0.420761,0.405651,0.395499,0.644209,0.678234,0.547065,0.531942,0.538022,0.419655,0.462876,0.422139,0.489843,0.373031,0.459819,0.564274,0.616224,0.504433,0.474743,0.618441,0.486223,0.383618,0.55653,0.512951,0.670611,0.451784,0.366832,0.462828,0.453454,0.366209,0.587507,0.663937,0.593446,0.518953,0.370032,0.310568
2285,453,0.564606,0.502471,0.447007,0.472038,0.576911,0.695692,0.574165,0.654584,0.935052,0.677594,0.529282,0.546149,0.702512,0.506758,0.473895,0.621537,0.544806,0.520298,0.476461,0.511487,0.749075,0.698437,0.606267,0.562472,0.557952,0.508487,0.406353,0.494338,0.594756,0.418699,0.448525,0.575108,0.663359,0.615651,0.630891,0.710476,0.546242,0.473276,0.665964,0.589225,0.700871,0.487251,0.54029,0.426188,0.575993,0.482313,0.566786,0.737298,0.67705,0.569653,0.344342,0.355532
2286,311,0.549221,0.501919,0.421298,0.40844,0.52311,0.676789,0.569126,0.65428,0.9261,0.678581,0.497656,0.499842,0.695226,0.480969,0.417156,0.568431,0.47243,0.465963,0.430713,0.47758,0.728379,0.649147,0.566313,0.550756,0.530426,0.454959,0.399721,0.503968,0.511632,0.365005,0.455496,0.581241,0.632751,0.581536,0.572084,0.67111,0.489679,0.422258,0.646325,0.569714,0.652835,0.493891,0.469919,0.435139,0.48623,0.436806,0.572592,0.698019,0.629226,0.52049,0.329743,0.322472
2287,320,0.541964,0.415467,0.432508,0.424763,0.522616,0.631669,0.566571,0.566542,0.916103,0.597866,0.514558,0.531304,0.700731,0.519017,0.34239000000000003,0.591733,0.408264,0.410579,0.403408,0.391577,0.663153,0.641661,0.545107,0.492459,0.536964,0.456237,0.480761,0.389132,0.513144,0.41008,0.442267,0.534176,0.626999,0.535036,0.502909,0.64471,0.49583,0.36519,0.558654,0.496604,0.625977,0.470207,0.374008,0.430899,0.452181,0.387607,0.520516,0.653275,0.577536,0.51028,0.392648,0.321027
2288,320,0.545538,0.416188,0.44069,0.419066,0.526645,0.618658,0.561766,0.578652,0.909857,0.592598,0.521629,0.526514,0.692088,0.52432,0.336404,0.591622,0.399033,0.426109,0.42752,0.388974,0.66074,0.647715,0.542422,0.496483,0.527424,0.455659,0.494738,0.397274,0.522555,0.408802,0.45191,0.545563,0.623084,0.549344,0.51094,0.653471,0.496793,0.37109,0.565013,0.492076,0.647153,0.485958,0.368767,0.427303,0.458152,0.374954,0.55407,0.667512,0.572617,0.506341,0.387093,0.31263
2289,394,0.544596,0.476321,0.459814,0.426982,0.524832,0.614108,0.594823,0.66461,0.932293,0.637197,0.531546,0.570334,0.668107,0.503948,0.383118,0.61543,0.439528,0.410618,0.41165,0.452384,0.687542,0.655715,0.554097,0.54117,0.56742,0.489376,0.465303,0.392992,0.528991,0.330022,0.476395,0.562166,0.667152,0.589411,0.551064,0.686832,0.494908,0.411196,0.58692,0.564026,0.685556,0.46488,0.442827,0.441681,0.523044,0.441493,0.604881,0.689352,0.564724,0.525452,0.360974,0.301434
2290,300,0.539722,0.459944,0.41247,0.365632,0.498363,0.669664,0.560772,0.604033,0.91114,0.646504,0.497991,0.503486,0.651428,0.498884,0.389078,0.605527,0.419889,0.436343,0.372481,0.442951,0.640519,0.622431,0.583671,0.549198,0.608441,0.468077,0.411052,0.476,0.461357,0.403584,0.431791,0.508361,0.619382,0.506209,0.537725,0.67405,0.513799,0.413233,0.594906,0.54238,0.638626,0.42595,0.406063,0.412337,0.475288,0.379133,0.491556,0.709356,0.607201,0.517311,0.359659,0.30375
2291,422,0.564019,0.476599,0.423145,0.403458,0.542459,0.684095,0.592542,0.643431,0.930302,0.67271,0.539888,0.551055,0.684909,0.546813,0.408948,0.634965,0.478281,0.45841,0.417293,0.466114,0.693303,0.659756,0.624998,0.600921,0.624584,0.509586,0.454823,0.473781,0.51608,0.428842,0.486381,0.595392,0.639267,0.538049,0.559079,0.713136,0.548174,0.44303,0.639441,0.569714,0.684892,0.474691,0.427494,0.453671,0.542323,0.414415,0.527095,0.719205,0.610066,0.555713,0.377167,0.326308
2292,268,0.54761,0.425196,0.373079,0.398448,0.494773,0.627337,0.588894,0.631273,0.929861,0.648732,0.477867,0.487245,0.665858,0.459952,0.337875,0.570118,0.404632,0.440525,0.40498,0.439127,0.668748,0.642743,0.571846,0.470534,0.565176,0.479845,0.384695,0.421661,0.518811,0.37329,0.402254,0.545332,0.600031,0.51192,0.554155,0.679967,0.498487,0.388986,0.602093,0.526877,0.674649,0.478131,0.410027,0.377366,0.486158,0.420182,0.522535,0.689001,0.554975,0.492133,0.338656,0.305385
2293,239,0.510371,0.411173,0.376107,0.362626,0.506559,0.60016,0.547467,0.605429,0.912746,0.63708,0.479521,0.481369,0.666818,0.440424,0.353429,0.559868,0.400215,0.394,0.369935,0.409105,0.655112,0.611395,0.526285,0.467356,0.514692,0.445028,0.380079,0.393795,0.481331,0.316274,0.409739,0.535205,0.571204,0.498567,0.538361,0.653246,0.450666,0.336517,0.545911,0.48135,0.607326,0.436985,0.376585,0.350981,0.426497,0.391209,0.532059,0.656343,0.565097,0.482614,0.312581,0.321237
2294,397,0.573498,0.484553,0.456596,0.43894,0.562802,0.661951,0.62905,0.64398,0.922377,0.655734,0.532196,0.606157,0.689998,0.491247,0.378367,0.619517,0.471657,0.464391,0.441171,0.454518,0.71182,0.65056,0.613433,0.550542,0.544412,0.4812,0.427722,0.497817,0.559558,0.425729,0.447308,0.561357,0.636569,0.583942,0.55024,0.644276,0.474111,0.41934,0.638039,0.552546,0.707875,0.500358,0.473487,0.444519,0.525802,0.466656,0.571363,0.681646,0.60546,0.566594,0.382001,0.300961
2295,362,0.560881,0.460267,0.428479,0.432501,0.516397,0.650782,0.619916,0.633252,0.920338,0.665804,0.554139,0.512336,0.717822,0.531698,0.367645,0.583963,0.431765,0.508633,0.437213,0.4506,0.700021,0.685768,0.594055,0.556486,0.567731,0.454189,0.468669,0.465545,0.551389,0.367992,0.471445,0.589018,0.659492,0.580904,0.547633,0.673504,0.462949,0.410651,0.583605,0.564729,0.624826,0.488566,0.436566,0.453096,0.487836,0.437692,0.569503,0.678362,0.619227,0.571558,0.371487,0.379875
2296,400,0.547056,0.506278,0.42382,0.418938,0.527439,0.645867,0.592505,0.629915,0.927414,0.656912,0.506663,0.512135,0.69805,0.496009,0.382226,0.581874,0.424097,0.478576,0.424415,0.461688,0.698658,0.669367,0.542172,0.538236,0.568731,0.430751,0.463766,0.431944,0.522264,0.42376,0.447909,0.528598,0.612871,0.574039,0.545351,0.676336,0.485428,0.392983,0.62094,0.548931,0.683239,0.513967,0.466085,0.417746,0.512654,0.430674,0.572753,0.693053,0.605445,0.559806,0.370144,0.316103
2297,351,0.555029,0.406694,0.440136,0.417796,0.517041,0.636975,0.559974,0.615923,0.909309,0.654894,0.518515,0.500711,0.667338,0.547058,0.392845,0.634822,0.47242,0.44781,0.408762,0.410444,0.691407,0.659134,0.549912,0.561178,0.559406,0.478785,0.435494,0.447056,0.527394,0.4049,0.456322,0.611443,0.665759,0.499665,0.546815,0.632758,0.48127,0.425971,0.585209,0.52859,0.644709,0.459085,0.427398,0.417518,0.484272,0.409058,0.532,0.645209,0.625349,0.545017,0.327248,0.314213
2298,334,0.565673,0.440503,0.403242,0.427799,0.518512,0.667509,0.583609,0.65667,0.928899,0.669666,0.508011,0.479372,0.678455,0.473239,0.394957,0.613529,0.487182,0.495173,0.433963,0.452257,0.689382,0.680598,0.58838,0.541641,0.566408,0.493406,0.427961,0.431427,0.557034,0.426107,0.475789,0.552192,0.610523,0.507075,0.519582,0.64889,0.491837,0.436201,0.598551,0.553371,0.6772,0.474612,0.434309,0.412112,0.478337,0.437149,0.546467,0.707219,0.615099,0.564017,0.336875,0.358083
2299,459,0.569745,0.451394,0.430244,0.446521,0.533965,0.684171,0.600894,0.692814,0.92524,0.700414,0.556305,0.550471,0.716626,0.553861,0.453098,0.674481,0.528955,0.508851,0.468984,0.524425,0.727323,0.714374,0.635251,0.597168,0.613943,0.541788,0.467683,0.426973,0.597074,0.428413,0.522793,0.602574,0.647389,0.564085,0.558665,0.685767,0.53427500000000006,0.516141,0.65987,0.547782,0.703128,0.487356,0.469933,0.462754,0.527243,0.415331,0.629515,0.703408,0.66074,0.594916,0.40676,0.327513
2300,306,0.552863,0.466608,0.377805,0.445823,0.537379,0.631538,0.540524,0.609421,0.914812,0.676224,0.476647,0.521519,0.658393,0.498963,0.356961,0.5534,0.444656,0.458282,0.377962,0.405069,0.660493,0.62655,0.544312,0.542501,0.568361,0.436701,0.396728,0.457394,0.481055,0.381035,0.447879,0.565717,0.655545,0.581445,0.552057,0.628234,0.486696,0.370757,0.564285,0.519757,0.661401,0.440288,0.422385,0.433866,0.442387,0.473221,0.533687,0.650216,0.603364,0.553857,0.332846,0.325649
2301,328,0.539789,0.46853,0.40234,0.402483,0.46829,0.612304,0.509661,0.658224,0.928822,0.627154,0.468612,0.503466,0.674872,0.497739,0.360429,0.62349,0.433309,0.476104,0.425643,0.442479,0.73377,0.714609,0.571312,0.520407,0.522646,0.451212,0.43755,0.424132,0.511107,0.331522,0.436764,0.563613,0.586277,0.540663,0.517799,0.692718,0.521451,0.386457,0.586964,0.535751,0.639722,0.439821,0.41598,0.403871,0.475046,0.374665,0.552421,0.691801,0.585705,0.514897,0.332261,0.287478
2302,418,0.576217,0.499646,0.452937,0.518668,0.554099,0.645705,0.590891,0.669393,0.940514,0.680606,0.535446,0.52567,0.699205,0.541479,0.406315,0.605526,0.446369,0.432584,0.464964,0.487808,0.717787,0.723447,0.598875,0.57419,0.599414,0.467361,0.481161,0.492674,0.52404,0.411746,0.486105,0.544784,0.621341,0.575551,0.594158,0.685679,0.525824,0.43258,0.621082,0.558928,0.688103,0.48402,0.462007,0.443188,0.505576,0.429844,0.533918,0.669539,0.63785,0.571416,0.359196,0.324396
2303,374,0.565026,0.480526,0.442405,0.471775,0.541443,0.673498,0.603912,0.641601,0.925857,0.662844,0.527021,0.533549,0.713493,0.523995,0.367486,0.599126,0.463919,0.456145,0.455849,0.46171,0.715296,0.686018,0.608223,0.583828,0.569662,0.455051,0.428853,0.489347,0.552848,0.404436,0.478828,0.550893,0.610498,0.565328,0.560355,0.689421,0.536647,0.433837,0.629267,0.546088,0.658421,0.4801,0.412427,0.454821,0.494201,0.402018,0.544849,0.66063,0.646895,0.57592,0.34524,0.350518
2304,440,0.58239,0.477325,0.468726,0.499139,0.550187,0.693799,0.608473,0.660585,0.943694,0.695623,0.5406,0.529799,0.74803,0.492425,0.426705,0.646765,0.509141,0.525579,0.480848,0.494155,0.749554,0.726035,0.677852,0.587486,0.579862,0.492039,0.481555,0.533943,0.581269,0.460648,0.517622,0.547253,0.643222,0.63557,0.617506,0.668303,0.551047,0.443866,0.627715,0.578902,0.726313,0.506577,0.490562,0.495528,0.541451,0.463821,0.578292,0.717956,0.660188,0.614016,0.417062,0.34114
2305,456,0.585451,0.573141,0.465342,0.516976,0.606231,0.727678,0.652439,0.673991,0.933114,0.720432,0.586341,0.561323,0.722125,0.534871,0.463244,0.674598,0.485938,0.477376,0.54249,0.54227,0.726074,0.691789,0.603472,0.572275,0.603246,0.509738,0.456324,0.497493,0.590525,0.396226,0.479786,0.6303,0.678557,0.650748,0.623138,0.748045,0.509505,0.429968,0.628931,0.611864,0.749495,0.531574,0.483107,0.463812,0.553461,0.426737,0.627577,0.746703,0.690076,0.621588,0.389897,0.402197
2306,359,0.558246,0.49211,0.447186,0.435908,0.515846,0.635055,0.564587,0.639347,0.923342,0.685378,0.569781,0.509164,0.696096,0.468828,0.402025,0.618732,0.482109,0.454172,0.413286,0.439726,0.692545,0.660573,0.561049,0.559194,0.502353,0.408966,0.447343,0.444658,0.542615,0.363128,0.464775,0.557518,0.615084,0.55712,0.518385,0.621876,0.484384,0.445201,0.61336,0.542398,0.643927,0.505397,0.373192,0.486135,0.476154,0.387884,0.542933,0.6763,0.621703,0.530989,0.368914,0.312421
2307,263,0.517193,0.40965,0.380974,0.385222,0.478218,0.632977,0.538996,0.623693,0.900748,0.608852,0.427395,0.450516,0.645239,0.498916,0.369991,0.570117,0.441478,0.434002,0.382083,0.437843,0.693899,0.662887,0.574441,0.468645,0.529457,0.451505,0.418475,0.424745,0.480268,0.347868,0.414667,0.541014,0.592253,0.529984,0.55433,0.678557,0.474412,0.357156,0.560645,0.503297,0.67995,0.425292,0.418137,0.40632,0.439819,0.406556,0.547876,0.650516,0.602347,0.530973,0.347495,0.302016
2308,243,0.512416,0.410492,0.376992,0.375802,0.479398,0.629061,0.532244,0.620162,0.90275,0.609613,0.429286,0.450661,0.642464,0.49135,0.367134,0.564887,0.442739,0.434914,0.382153,0.435256,0.685178,0.663068,0.565258,0.461733,0.525036,0.452012,0.416348,0.413073,0.47582,0.343111,0.406043,0.547989,0.578419,0.526952,0.555674,0.669546,0.471576,0.347835,0.55243,0.493744,0.670683,0.415271,0.406532,0.404383,0.435775,0.408672,0.542543,0.644693,0.590477,0.527087,0.345485,0.296716
2309,217,0.521626,0.404566,0.38075,0.340057,0.475396,0.606343,0.564236,0.593632,0.883377,0.581712,0.416933,0.428461,0.618707,0.422311,0.328127,0.548994,0.41781,0.392236,0.377745,0.397684,0.638356,0.617606,0.575303,0.456962,0.497815,0.40111,0.365043,0.397433,0.43647,0.322975,0.387545,0.534517,0.571926,0.512885,0.485835,0.612214,0.47232,0.323488,0.542392,0.454524,0.625206,0.411128,0.392368,0.394867,0.44072,0.367314,0.531417,0.629901,0.576095,0.478326,0.306133,0.259452
2310,276,0.529114,0.440561,0.385032,0.365375,0.54651400000000006,0.623399,0.53955,0.622203,0.914877,0.613093,0.484785,0.513677,0.666542,0.482047,0.363306,0.581983,0.449059,0.433733,0.42224,0.394463,0.707547,0.655288,0.598849,0.509979,0.495238,0.468913,0.42591,0.446192,0.493808,0.380692,0.434954,0.543575,0.611199,0.563658,0.524068,0.620272,0.481878,0.39597,0.563116,0.484554,0.645198,0.446675,0.395197,0.41414,0.461463,0.388434,0.574763,0.66279,0.632886,0.527414,0.333465,0.299226
2311,301,0.527695,0.434923,0.39784,0.338054,0.507969,0.642423,0.580945,0.619121,0.916388,0.627474,0.479171,0.508561,0.647357,0.496262,0.369371,0.556452,0.456766,0.433638,0.387599,0.401013,0.728691,0.64703,0.577047,0.530273,0.503615,0.478299,0.417709,0.455412,0.525901,0.408696,0.474444,0.508733,0.642492,0.564526,0.527865,0.626306,0.477974,0.367818,0.581224,0.486076,0.660405,0.463547,0.427275,0.412323,0.456929,0.412881,0.59341,0.687752,0.62515,0.513548,0.336671,0.304128
2312,367,0.564853,0.497966,0.438782,0.466605,0.538844,0.661749,0.586527,0.651172,0.930755,0.665744,0.52671,0.517611,0.684878,0.515873,0.3852,0.631982,0.43427,0.501182,0.461336,0.465874,0.675277,0.668691,0.54847,0.597466,0.579226,0.43269,0.453152,0.488843,0.536438,0.407169,0.489885,0.575742,0.62454,0.536464,0.51366,0.671932,0.509491,0.417776,0.601366,0.55681,0.654542,0.460058,0.444122,0.42051,0.487476,0.465233,0.497697,0.656582,0.617306,0.559258,0.38904,0.353603
2313,372,0.566914,0.498803,0.448111,0.443939,0.522547,0.642761,0.575696,0.630304,0.923949,0.666802,0.525178,0.500077,0.688542,0.517885,0.382223,0.639119,0.431919,0.501296,0.477604,0.468363,0.662739,0.684441,0.554143,0.591233,0.569405,0.446674,0.447836,0.47901,0.534696,0.417966,0.503822,0.600371,0.613542,0.533163,0.510095,0.659863,0.51402,0.420689,0.593941,0.543718,0.642942,0.472298,0.438366,0.425266,0.496631,0.462601,0.494364,0.660694,0.601425,0.556186,0.392934,0.358151
2314,374,0.567057,0.45575,0.460502,0.438626,0.507936,0.655399,0.607763,0.617712,0.921884,0.64994,0.531926,0.521347,0.696339,0.503043,0.407993,0.637586,0.436348,0.499013,0.437868,0.460342,0.702788,0.643094,0.551796,0.558937,0.569472,0.458253,0.461554,0.463298,0.55201,0.403576,0.476671,0.609311,0.656912,0.537803,0.521464,0.662669,0.50192,0.398054,0.651502,0.520585,0.656562,0.477321,0.456762,0.427443,0.489847,0.452122,0.538058,0.646957,0.635799,0.52155,0.354172,0.332568
2315,243,0.519308,0.426737,0.375085,0.366385,0.489464,0.656646,0.517958,0.603763,0.918712,0.637117,0.446605,0.457932,0.626821,0.481429,0.337202,0.512589,0.379395,0.372225,0.393961,0.384487,0.6463,0.639781,0.523143,0.479438,0.502165,0.392472,0.391685,0.396626,0.469147,0.308988,0.375268,0.493356,0.537845,0.557556,0.488945,0.609403,0.431198,0.353749,0.548227,0.50121,0.631163,0.408348,0.32011,0.349148,0.437694,0.339372,0.537123,0.651069,0.553281,0.488404,0.301069,0.284992
2316,271,0.530429,0.410421,0.392485,0.371164,0.494842,0.63755,0.499079,0.628826,0.922973,0.641636,0.466685,0.461635,0.637627,0.459535,0.325371,0.530826,0.433729,0.410542,0.395527,0.411237,0.632882,0.639285,0.517853,0.514664,0.485974,0.396136,0.365786,0.370069,0.502869,0.345023,0.423955,0.496931,0.548499,0.529785,0.513115,0.619773,0.447813,0.348839,0.54622,0.509076,0.619415,0.404109,0.348302,0.368631,0.4268,0.364728,0.545568,0.64991,0.564153,0.506019,0.310637,0.315764
2317,277,0.528898,0.42905,0.398777,0.410516,0.482582,0.625095,0.562502,0.59991,0.920214,0.675727,0.512053,0.488988,0.674594,0.468228,0.37835800000000003,0.581909,0.427183,0.442041,0.426618,0.415767,0.66096,0.636501,0.514273,0.491537,0.527891,0.471052,0.446687,0.433493,0.485712,0.40008,0.460586,0.528478,0.607136,0.484743,0.514542,0.669643,0.466863,0.396994,0.563181,0.536689,0.684597,0.47435,0.42487,0.420661,0.480986,0.387844,0.536605,0.650759,0.588662,0.491233,0.328237,0.291726
2318,374,0.566904,0.45164,0.458636,0.43754,0.536382,0.655085,0.603111,0.687193,0.925128,0.667528,0.534083,0.535591,0.692913,0.544176,0.411623,0.602827,0.455934,0.463901,0.434731,0.461477,0.717355,0.717419,0.605401,0.574355,0.554058,0.46543,0.457469,0.461438,0.539586,0.392725,0.460431,0.590466,0.647133,0.569515,0.518156,0.643058,0.510015,0.403645,0.626422,0.550492,0.672868,0.463716,0.43627,0.439823,0.442151,0.4419,0.597308,0.705801,0.638387,0.57453,0.407253,0.374178
2319,337,0.572249,0.468667,0.41891,0.446384,0.504738,0.597297,0.553774,0.637093,0.92342,0.671875,0.507153,0.482828,0.645459,0.487465,0.373264,0.621034,0.436645,0.47411,0.440485,0.427196,0.704141,0.67245,0.589257,0.549912,0.550129,0.487307,0.426818,0.408705,0.490094,0.38576,0.466556,0.543767,0.642804,0.532999,0.5519,0.681429,0.509494,0.398472,0.561345,0.547077,0.683729,0.47514,0.458363,0.417421,0.467024,0.378934,0.525068,0.657331,0.596063,0.510864,0.329412,0.299387
2320,329,0.534229,0.431789,0.41233,0.374986,0.483307,0.623676,0.558586,0.594605,0.908106,0.624487,0.500792,0.528676,0.649115,0.46932,0.370576,0.584612,0.422047,0.442099,0.431428,0.440013,0.678028,0.62699,0.55034400000000006,0.52051,0.540391,0.464955,0.393209,0.44779,0.514866,0.380847,0.456033,0.558203,0.637826,0.508488,0.545717,0.655568,0.471167,0.400791,0.523371,0.558361,0.667667,0.450257,0.407148,0.424041,0.462364,0.363388,0.547247,0.635372,0.574728,0.49095,0.341631,0.308576
2321,284,0.550257,0.435405,0.40668,0.407818,0.487717,0.625253,0.559066,0.642803,0.913446,0.651668,0.495093,0.505851,0.645904,0.451876,0.348301,0.605736,0.451624,0.459933,0.439679,0.449944,0.683292,0.654068,0.55553,0.548147,0.506071,0.450925,0.425019,0.393201,0.492621,0.383577,0.43561,0.503124,0.617662,0.484953,0.474844,0.640222,0.484721,0.38375,0.616493,0.513555,0.615989,0.469199,0.436141,0.421512,0.48149,0.416986,0.566072,0.704805,0.597316,0.541721,0.36163,0.287426
2322,368,0.557182,0.457046,0.398978,0.419923,0.531379,0.671946,0.530648,0.625925,0.913214,0.696676,0.535776,0.514986,0.643298,0.468385,0.391933,0.583607,0.446681,0.448843,0.426642,0.434213,0.698721,0.683831,0.560805,0.555213,0.535341,0.424134,0.432825,0.440135,0.525294,0.362564,0.419773,0.567372,0.622033,0.51759,0.548235,0.621842,0.496239,0.409033,0.570439,0.497814,0.637004,0.451291,0.393709,0.390671,0.517753,0.436308,0.621677,0.630105,0.598104,0.535075,0.374477,0.311125
